日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-07-09,0.317,0.319,0.32,0.313,12029734,380443408.0,2.21,0.63,0.002,2.46
2024-07-10,0.318,0.319,0.323,0.317,11466622,367167884.0,1.88,0.0,0.0,2.34
2024-07-11,0.323,0.329,0.33,0.321,15979240,521634425.0,2.82,3.13,0.01,3.26
2024-07-12,0.329,0.329,0.331,0.326,10405479,341394100.0,1.52,0.0,0.0,2.13
2024-07-15,0.327,0.326,0.329,0.324,7557291,246418479.0,1.52,-0.91,-0.003,1.54
2024-07-16,0.325,0.327,0.328,0.324,7399489,241533829.0,1.23,0.31,0.001,1.51
2024-07-17,0.327,0.335,0.336,0.326,17373708,577146577.0,3.06,2.45,0.008,3.55
2024-07-18,0.334,0.338,0.339,0.333,12139167,408321076.0,1.79,0.9,0.003,2.48
2024-07-19,0.337,0.341,0.341,0.336,10548320,357659277.0,1.48,0.89,0.003,2.15
2024-07-22,0.341,0.342,0.345,0.339,10951613,374814850.0,1.76,0.29,0.001,2.24
2024-07-23,0.342,0.332,0.342,0.332,12087986,406060631.0,2.92,-2.92,-0.01,2.47
2024-07-24,0.331,0.328,0.335,0.328,10082911,333325992.0,2.11,-1.2,-0.004,2.06
2024-07-25,0.326,0.328,0.33,0.325,8670081,284505533.0,1.52,0.0,0.0,1.77
2024-07-26,0.328,0.328,0.329,0.324,10795537,353103327.0,1.52,0.0,0.0,2.21
2024-07-29,0.328,0.322,0.328,0.321,10025093,324823325.0,2.13,-1.83,-0.006,2.05
2024-07-30,0.322,0.32,0.324,0.318,11816239,378561362.0,1.86,-0.62,-0.002,2.41
2024-07-31,0.319,0.334,0.335,0.319,18368484,604300668.0,5.0,4.38,0.014,3.75
2024-08-01,0.335,0.332,0.337,0.33,11073904,368940909.0,2.1,-0.6,-0.002,2.26
2024-08-02,0.331,0.334,0.341,0.33,15063954,507349378.0,3.31,0.6,0.002,3.08
2024-08-05,0.333,0.334,0.342,0.333,15068408,507945269.0,2.69,0.0,0.0,3.08
2024-08-06,0.335,0.338,0.34,0.334,11955259,402869357.0,1.8,1.2,0.004,2.44
2024-08-07,0.338,0.336,0.338,0.334,10877460,365631519.0,1.18,-0.59,-0.002,2.22
2024-08-08,0.335,0.338,0.341,0.334,12052067,406784285.0,2.08,0.6,0.002,2.46
2024-08-09,0.338,0.331,0.34,0.331,11296054,377566182.0,2.66,-2.07,-0.007,2.31
2024-08-12,0.331,0.336,0.338,0.33,10474160,350679469.0,2.42,1.51,0.005,2.14
2024-08-13,0.335,0.332,0.336,0.329,11186203,370490736.0,2.08,-1.19,-0.004,2.29
2024-08-14,0.332,0.328,0.332,0.326,8067816,264584633.0,1.81,-1.2,-0.004,1.65
2024-08-15,0.327,0.329,0.332,0.326,10041288,330342654.0,1.83,0.3,0.001,2.05
2024-08-16,0.329,0.329,0.33,0.325,8026787,263386573.0,1.52,0.0,0.0,1.64
2024-08-19,0.33,0.326,0.333,0.325,7853358,257941445.0,2.43,-0.91,-0.003,1.6
2024-08-20,0.326,0.322,0.327,0.321,8240900,266267346.0,1.84,-1.23,-0.004,1.68
2024-08-21,0.322,0.32,0.324,0.32,6064612,195138090.0,1.24,-0.62,-0.002,1.24
2024-08-22,0.321,0.318,0.323,0.318,8950008,285888062.0,1.56,-0.63,-0.002,1.83
2024-08-23,0.317,0.317,0.32,0.316,7173322,227720525.0,1.26,-0.31,-0.001,1.47
2024-08-26,0.318,0.315,0.319,0.313,9608756,302706250.0,1.89,-0.63,-0.002,1.96
2024-08-27,0.314,0.315,0.316,0.313,6869731,215977870.0,0.95,0.0,0.0,1.4
2024-08-28,0.314,0.314,0.316,0.312,7806838,244437449.0,1.27,-0.32,-0.001,1.59
2024-08-29,0.313,0.317,0.319,0.312,9603620,303484875.0,2.23,0.96,0.003,1.96
2024-08-30,0.319,0.323,0.326,0.317,13011310,419552521.0,2.84,1.89,0.006,2.66
2024-09-02,0.322,0.316,0.322,0.316,9657740,307409322.0,1.86,-2.17,-0.007,1.97
2024-09-03,0.315,0.32,0.323,0.315,9093931,290846789.0,2.53,1.27,0.004,1.86
2024-09-04,0.318,0.319,0.323,0.317,9076812,290503940.0,1.88,-0.31,-0.001,1.85
2024-09-05,0.319,0.322,0.323,0.319,8322386,267276100.0,1.25,0.94,0.003,1.7
2024-09-06,0.321,0.316,0.322,0.315,8810329,280321965.0,2.17,-1.86,-0.006,1.8
2024-09-09,0.316,0.316,0.32,0.314,10389747,329749629.0,1.9,0.0,0.0,2.12
2024-09-10,0.316,0.314,0.317,0.311,9588801,299956900.0,1.9,-0.63,-0.002,1.96
2024-09-11,0.313,0.315,0.317,0.311,8722741,274327530.0,1.91,0.32,0.001,1.78
2024-09-12,0.315,0.311,0.318,0.311,10874667,341591728.0,2.22,-1.27,-0.004,2.22
2024-09-13,0.311,0.31,0.313,0.309,9005957,280183505.0,1.29,-0.32,-0.001,1.84
2024-09-18,0.31,0.309,0.311,0.307,8038577,248319442.0,1.29,-0.32,-0.001,1.64
2024-09-19,0.31,0.312,0.315,0.306,10916658,339625059.0,2.91,0.97,0.003,2.23
2024-09-20,0.312,0.308,0.313,0.306,12192536,376051439.0,2.24,-1.28,-0.004,2.49
2024-09-23,0.311,0.307,0.314,0.307,11064006,342997306.0,2.27,-0.32,-0.001,2.26
2024-09-24,0.309,0.317,0.318,0.306,21972640,688052977.0,3.91,3.26,0.01,4.49
2024-09-25,0.32,0.322,0.328,0.32,26138409,848205071.0,2.52,1.58,0.005,5.34
2024-09-26,0.321,0.335,0.336,0.318,28715618,939091281.0,5.59,4.04,0.013,5.87
2024-09-27,0.341,0.363,0.365,0.341,30863992,1083558385.0,7.16,8.36,0.028,6.31
2024-09-30,0.381,0.399,0.399,0.373,57248015,2232110908.0,7.16,9.92,0.036,11.7
2024-10-08,0.439,0.439,0.439,0.41,85738307,3717311506.0,7.27,10.03,0.04,17.52
2024-10-09,0.425,0.4,0.431,0.398,48582490,2012542670.0,7.52,-8.88,-0.039,9.93
2024-10-10,0.403,0.4,0.414,0.392,31582466,1272589094.0,5.5,0.0,0.0,6.45
2024-10-11,0.396,0.379,0.397,0.374,37076396,1420051725.0,5.75,-5.25,-0.021,7.57
2024-10-14,0.38,0.382,0.383,0.372,24663321,931729399.0,2.9,0.79,0.003,5.04
2024-10-15,0.381,0.37,0.383,0.369,21669995,816062073.0,3.66,-3.14,-0.012,4.43
2024-10-16,0.365,0.363,0.368,0.36,22367346,814427347.0,2.16,-1.89,-0.007,4.57
2024-10-17,0.365,0.36,0.368,0.359,16222348,590487142.0,2.48,-0.83,-0.003,3.31
2024-10-18,0.359,0.376,0.385,0.357,40260193,1491388973.0,7.78,4.44,0.016,8.22
2024-10-21,0.376,0.377,0.382,0.369,37555464,1410581980.0,3.46,0.27,0.001,7.67
2024-10-22,0.375,0.381,0.384,0.374,24064626,914109263.0,2.65,1.06,0.004,4.92
2024-10-23,0.382,0.382,0.384,0.377,31799924,1210404814.0,1.84,0.26,0.001,6.5
2024-10-24,0.381,0.376,0.382,0.375,21545744,814119510.0,1.83,-1.57,-0.006,4.4
2024-10-25,0.375,0.382,0.384,0.371,31423186,1189904899.0,3.46,1.6,0.006,6.42
2024-10-28,0.382,0.385,0.386,0.378,27274987,1043841251.0,2.09,0.79,0.003,5.57
2024-10-29,0.387,0.378,0.389,0.377,28350339,1082371593.0,3.12,-1.82,-0.007,5.79
2024-10-30,0.375,0.373,0.38,0.37,20683206,773545456.0,2.65,-1.32,-0.005,4.23
2024-10-31,0.372,0.37,0.375,0.368,23033684,853419712.0,1.88,-0.8,-0.003,4.71
2024-11-01,0.369,0.371,0.376,0.368,21072259,783833303.0,2.16,0.27,0.001,4.3
2024-11-04,0.372,0.375,0.375,0.371,15001055,559231287.0,1.08,1.08,0.004,3.06
2024-11-05,0.374,0.383,0.384,0.371,34741044,1318937083.0,3.47,2.13,0.008,7.1
2024-11-06,0.384,0.382,0.39,0.38,32883400,1266101438.0,2.61,-0.26,-0.001,6.72
2024-11-07,0.38,0.397,0.398,0.379,44923584,1752097141.0,4.97,3.93,0.015,9.18
2024-11-08,0.402,0.394,0.405,0.392,35063713,1393852067.0,3.27,-0.76,-0.003,7.16
2024-11-11,0.39,0.397,0.398,0.387,31941312,1253559849.0,2.79,0.76,0.003,6.53
2024-11-12,0.398,0.402,0.412,0.397,53081632,2151395497.0,3.78,1.26,0.005,10.84
2024-11-13,0.4,0.399,0.404,0.394,27404119,1090574864.0,2.49,-0.75,-0.003,5.6
2024-11-14,0.398,0.387,0.398,0.387,25100863,985817036.0,2.76,-3.01,-0.012,5.13
2024-11-15,0.386,0.38,0.389,0.38,23572492,905870065.0,2.33,-1.81,-0.007,4.82
2024-11-18,0.38,0.375,0.383,0.373,23244497,880041428.0,2.63,-1.32,-0.005,4.75
2024-11-19,0.377,0.379,0.38,0.371,17927713,673979564.0,2.4,1.07,0.004,3.66
2024-11-20,0.378,0.387,0.39,0.377,31385501,1209708899.0,3.43,2.11,0.008,6.41
2024-11-21,0.387,0.385,0.387,0.382,17796558,684323727.0,1.29,-0.52,-0.002,3.64
2024-11-22,0.384,0.371,0.385,0.37,23205364,874877092.0,3.9,-3.64,-0.014,4.74
2024-11-25,0.371,0.368,0.374,0.365,18976879,701230546.0,2.43,-0.81,-0.003,3.88
2024-11-26,0.368,0.37,0.375,0.367,18856170,700688031.0,2.17,0.54,0.002,3.85
2024-11-27,0.369,0.376,0.377,0.368,17637432,657536314.0,2.43,1.62,0.006,3.6
2024-11-28,0.376,0.373,0.377,0.37,13671628,510359676.0,1.86,-0.8,-0.003,2.79
2024-11-29,0.372,0.377,0.381,0.372,19170062,722224482.0,2.41,1.07,0.004,3.92
2024-12-02,0.378,0.381,0.382,0.375,16947703,643424802.0,1.86,1.06,0.004,3.46
2024-12-03,0.38,0.379,0.38,0.377,20267505,767559363.0,0.79,-0.52,-0.002,4.14
2024-12-04,0.378,0.374,0.379,0.373,13981093,525126544.0,1.58,-1.32,-0.005,2.86
2024-12-05,0.374,0.373,0.374,0.37,12603120,468686794.0,1.07,-0.27,-0.001,2.57
2024-12-06,0.373,0.382,0.383,0.372,23949840,907121706.0,2.95,2.41,0.009,4.89
2024-12-09,0.385,0.383,0.387,0.381,16410709,629855000.0,1.57,0.26,0.001,3.35
2024-12-10,0.393,0.381,0.396,0.38,28440386,1098655332.0,4.18,-0.52,-0.002,5.81
2024-12-11,0.38,0.381,0.383,0.379,15003909,572021253.0,1.05,0.0,0.0,3.07
2024-12-12,0.381,0.385,0.385,0.38,24150833,923986685.0,1.31,1.05,0.004,4.93
2024-12-13,0.383,0.374,0.383,0.373,21055531,795233143.0,2.6,-2.86,-0.011,4.3
2024-12-16,0.374,0.37,0.374,0.368,15760735,583794550.0,1.6,-1.07,-0.004,3.22
2024-12-17,0.37,0.369,0.372,0.368,15036892,555778644.0,1.08,-0.27,-0.001,3.07
2024-12-18,0.37,0.37,0.371,0.368,10118322,374154492.0,0.81,0.27,0.001,2.07
2024-12-19,0.368,0.369,0.37,0.365,14832498,545253647.0,1.35,-0.27,-0.001,3.03
2024-12-20,0.368,0.368,0.371,0.367,14020012,517419048.0,1.08,-0.27,-0.001,2.86
2024-12-23,0.368,0.366,0.37,0.365,18942227,696056757.0,1.36,-0.54,-0.002,3.87
2024-12-24,0.366,0.37,0.37,0.365,12353110,454848003.0,1.37,1.09,0.004,2.52
2024-12-25,0.372,0.369,0.373,0.367,14359539,531330130.0,1.62,-0.27,-0.001,2.93
2024-12-26,0.369,0.367,0.369,0.366,9464518,347538264.0,0.81,-0.54,-0.002,1.93
2024-12-27,0.366,0.366,0.368,0.365,14722871,539233754.0,0.82,-0.27,-0.001,3.01
2024-12-30,0.366,0.366,0.37,0.365,12928898,475126488.0,1.37,0.0,0.0,2.64
2024-12-31,0.366,0.361,0.367,0.361,15520326,564687253.0,1.64,-1.37,-0.005,3.17
2025-01-02,0.361,0.351,0.362,0.349,23732602,843158050.0,3.6,-2.77,-0.01,4.85
2025-01-03,0.352,0.348,0.354,0.346,17516211,613971691.0,2.28,-0.85,-0.003,3.58
2025-01-06,0.349,0.349,0.353,0.348,18031285,630579467.0,1.44,0.29,0.001,3.68
2025-01-07,0.35,0.344,0.35,0.341,19215013,661122524.0,2.58,-1.43,-0.005,3.93
2025-01-08,0.344,0.341,0.345,0.337,19307607,658516839.0,2.33,-0.87,-0.003,3.94
2025-01-09,0.341,0.341,0.344,0.339,10451387,357114131.0,1.47,0.0,0.0,2.14
2025-01-10,0.341,0.336,0.342,0.336,14152011,479623388.0,1.76,-1.47,-0.005,2.89
2025-01-13,0.334,0.338,0.339,0.334,13621894,459477627.0,1.49,0.6,0.002,2.78
2025-01-14,0.338,0.346,0.347,0.337,18159909,623730904.0,2.96,2.37,0.008,3.71
2025-01-15,0.346,0.343,0.346,0.341,10902060,373579007.0,1.45,-0.87,-0.003,2.23
2025-01-16,0.343,0.34,0.347,0.339,15823656,542491473.0,2.33,-0.87,-0.003,3.23
2025-01-17,0.339,0.341,0.343,0.338,11179710,380481662.0,1.47,0.29,0.001,2.28
2025-01-20,0.343,0.347,0.349,0.343,19701019,683120490.0,1.76,1.76,0.006,4.02
2025-01-21,0.348,0.346,0.349,0.343,12407105,428762894.0,1.73,-0.29,-0.001,2.53
2025-01-22,0.345,0.342,0.346,0.341,10245222,351395383.0,1.45,-1.16,-0.004,2.09
2025-01-23,0.345,0.343,0.348,0.343,15239917,526286632.0,1.46,0.29,0.001,3.11
2025-01-24,0.343,0.346,0.348,0.342,15346844,530026934.0,1.75,0.87,0.003,3.14
2025-01-27,0.346,0.346,0.349,0.345,10719766,371571353.0,1.16,0.0,0.0,2.19
2025-02-05,0.348,0.346,0.348,0.343,12729438,439115813.0,1.45,0.0,0.0,2.6
2025-02-06,0.346,0.349,0.35,0.343,17143361,594458268.0,2.02,0.87,0.003,3.5
2025-02-07,0.349,0.354,0.357,0.348,29811745,1053100355.0,2.58,1.43,0.005,6.09
2025-02-10,0.354,0.357,0.357,0.352,18716041,664830544.0,1.41,0.85,0.003,3.82
2025-02-11,0.357,0.353,0.358,0.352,12784427,452276854.0,1.68,-1.12,-0.004,2.61
2025-02-12,0.352,0.354,0.354,0.35,12732094,448619343.0,1.13,0.28,0.001,2.6
2025-02-13,0.354,0.353,0.356,0.351,17640043,623917036.0,1.41,-0.28,-0.001,3.6
2025-02-14,0.353,0.362,0.363,0.352,33745915,1210790809.0,3.12,2.55,0.009,6.89
2025-02-17,0.364,0.364,0.368,0.361,25468299,928177575.0,1.93,0.55,0.002,5.2
2025-02-18,0.362,0.357,0.364,0.356,19154122,689313020.0,2.2,-1.92,-0.007,3.91
2025-02-19,0.356,0.358,0.361,0.354,19489555,696738833.0,1.96,0.28,0.001,3.98
2025-02-20,0.358,0.365,0.369,0.358,25458188,930009217.0,3.07,1.96,0.007,5.2
2025-02-21,0.366,0.373,0.374,0.365,33739665,1249129710.0,2.47,2.19,0.008,6.89
2025-02-24,0.372,0.368,0.374,0.366,20584093,760152190.0,2.14,-1.34,-0.005,4.21
2025-02-25,0.364,0.362,0.366,0.361,14607642,531291580.0,1.36,-1.63,-0.006,2.98
2025-02-26,0.364,0.367,0.367,0.362,15714102,572150121.0,1.38,1.38,0.005,3.21
2025-02-27,0.366,0.367,0.37,0.363,17705548,648961804.0,1.91,0.0,0.0,3.62
2025-02-28,0.365,0.357,0.369,0.357,21544599,780786400.0,3.27,-2.72,-0.01,4.4
2025-03-03,0.358,0.358,0.364,0.357,17126252,617767305.0,1.96,0.28,0.001,3.5
2025-03-04,0.357,0.359,0.36,0.355,11706498,418175162.0,1.4,0.28,0.001,2.39
2025-03-05,0.359,0.356,0.359,0.354,13194404,469492924.0,1.39,-0.84,-0.003,2.7
2025-03-06,0.357,0.362,0.362,0.357,18432102,663307050.0,1.4,1.69,0.006,3.77
2025-03-07,0.36,0.358,0.361,0.356,17002344,609459557.0,1.38,-1.1,-0.004,3.47
2025-03-10,0.359,0.359,0.362,0.355,13259432,474728407.0,1.96,0.28,0.001,2.71
2025-03-11,0.356,0.36,0.36,0.355,14029852,501701711.0,1.39,0.28,0.001,2.87
2025-03-12,0.361,0.357,0.363,0.357,12117633,434812696.0,1.67,-0.83,-0.003,2.48
2025-03-13,0.357,0.356,0.359,0.355,11238660,400434711.0,1.12,-0.28,-0.001,2.3
2025-03-14,0.357,0.366,0.367,0.356,31949123,1160893364.0,3.09,2.81,0.01,6.53
2025-03-17,0.368,0.365,0.368,0.364,12733118,465907319.0,1.09,-0.27,-0.001,2.6
2025-03-18,0.369,0.37,0.375,0.367,23558794,875508933.0,2.19,1.37,0.005,4.81
2025-03-19,0.37,0.37,0.373,0.368,21264363,787110417.0,1.35,0.0,0.0,4.34
2025-03-20,0.371,0.366,0.371,0.365,15933188,585300801.0,1.62,-1.08,-0.004,3.26
2025-03-21,0.365,0.36,0.367,0.359,17960212,650075200.0,2.19,-1.64,-0.006,3.67
2025-03-24,0.36,0.359,0.361,0.356,12421494,444842861.0,1.39,-0.28,-0.001,2.54
2025-03-25,0.359,0.36,0.36,0.357,9868946,353940493.0,0.84,0.28,0.001,2.02
2025-03-26,0.36,0.359,0.363,0.358,12504119,450186868.0,1.39,-0.28,-0.001,2.55
2025-03-27,0.358,0.366,0.367,0.356,22569094,818039408.0,3.06,1.95,0.007,4.61
2025-03-28,0.365,0.366,0.371,0.365,20357154,749601877.0,1.64,0.0,0.0,4.16
2025-03-31,0.365,0.362,0.369,0.361,13144868,479031649.0,2.19,-1.09,-0.004,2.69
2025-04-01,0.364,0.374,0.376,0.363,33389215,1244026373.0,3.59,3.31,0.012,6.82
2025-04-02,0.374,0.369,0.374,0.367,22042534,816846808.0,1.87,-1.34,-0.005,4.5
2025-04-03,0.366,0.366,0.371,0.364,18152853,666564557.0,1.9,-0.81,-0.003,3.71
2025-04-07,0.355,0.342,0.356,0.333,34384073,1191762787.0,6.28,-6.56,-0.024,7.02
2025-04-08,0.343,0.344,0.347,0.339,23118548,791626548.0,2.34,0.58,0.002,4.72
2025-04-09,0.339,0.343,0.344,0.333,23328799,791443193.0,3.2,-0.29,-0.001,4.77
2025-04-10,0.348,0.348,0.353,0.346,22127903,772594089.0,2.04,1.46,0.005,4.52
2025-04-11,0.346,0.349,0.35,0.344,17246953,599015005.0,1.72,0.29,0.001,3.52
2025-04-14,0.35,0.35,0.353,0.348,14013838,491045454.0,1.43,0.29,0.001,2.86
2025-04-15,0.349,0.347,0.349,0.345,13264453,459894680.0,1.14,-0.86,-0.003,2.71
2025-04-16,0.346,0.348,0.348,0.342,14838092,511078704.0,1.73,0.29,0.001,3.03
2025-04-17,0.346,0.348,0.349,0.345,11331670,393842198.0,1.15,0.0,0.0,2.32
2025-04-18,0.348,0.347,0.35,0.345,9115742,315869943.0,1.44,-0.29,-0.001,1.86
2025-04-21,0.345,0.348,0.349,0.344,11351020,393508087.0,1.44,0.29,0.001,2.32
2025-04-22,0.348,0.352,0.353,0.347,16624131,582878478.0,1.72,1.15,0.004,3.4
2025-04-23,0.352,0.351,0.355,0.35,9673032,340506763.0,1.42,-0.28,-0.001,1.98
2025-04-24,0.352,0.352,0.355,0.35,12145435,428427272.0,1.42,0.28,0.001,2.48
2025-04-25,0.353,0.351,0.355,0.35,15687915,552149510.0,1.42,-0.28,-0.001,3.2
2025-04-28,0.35,0.349,0.351,0.348,11567270,404212648.0,0.85,-0.57,-0.002,2.36
2025-04-29,0.35,0.35,0.352,0.349,8991349,314885351.0,0.86,0.29,0.001,1.84
2025-04-30,0.35,0.354,0.356,0.349,16545879,584346824.0,2.0,1.14,0.004,3.38
2025-05-06,0.357,0.357,0.358,0.355,10318688,368030764.0,0.85,0.85,0.003,2.11
2025-05-07,0.36,0.357,0.362,0.355,11545086,412711806.0,1.96,0.0,0.0,2.36
2025-05-08,0.356,0.357,0.358,0.355,6364841,227178618.0,0.84,0.0,0.0,1.3
2025-05-09,0.357,0.358,0.36,0.356,9731562,348565696.0,1.12,0.28,0.001,1.99
2025-05-12,0.357,0.357,0.358,0.354,12749290,453550061.0,1.12,-0.28,-0.001,2.6
2025-05-13,0.359,0.36,0.361,0.358,16052127,577642137.0,0.84,0.84,0.003,3.28
2025-05-14,0.359,0.363,0.364,0.358,14042599,507337590.0,1.67,0.83,0.003,2.87
2025-05-15,0.363,0.363,0.365,0.362,10945360,398122489.0,0.83,0.0,0.0,2.24
2025-05-16,0.363,0.363,0.364,0.36,9219030,333833364.0,1.1,0.0,0.0,1.88
2025-05-19,0.363,0.363,0.364,0.36,7317803,264896887.0,1.1,0.0,0.0,1.49
2025-05-20,0.363,0.368,0.369,0.363,14461947,530370944.0,1.65,1.38,0.005,2.95
2025-05-21,0.367,0.371,0.373,0.366,17577253,651257059.0,1.9,0.82,0.003,3.59
2025-05-22,0.37,0.369,0.372,0.368,12415676,459161057.0,1.08,-0.54,-0.002,2.54
2025-05-23,0.37,0.37,0.376,0.369,18124069,676342727.0,1.9,0.27,0.001,3.7
2025-05-26,0.369,0.365,0.371,0.364,13241419,485754335.0,1.89,-1.35,-0.005,2.71
2025-05-27,0.365,0.367,0.369,0.365,8928339,327449968.0,1.1,0.55,0.002,1.82
2025-05-28,0.367,0.367,0.369,0.366,7961019,292555601.0,0.82,0.0,0.0,1.63
2025-05-29,0.367,0.372,0.373,0.365,13270970,491406985.0,2.18,1.36,0.005,2.71
2025-05-30,0.371,0.373,0.376,0.371,13342322,498571800.0,1.34,0.27,0.001,2.73
2025-06-03,0.372,0.375,0.377,0.371,11418739,428450321.0,1.61,0.54,0.002,2.33
2025-06-04,0.376,0.379,0.38,0.374,15747422,594778322.0,1.6,1.07,0.004,3.22
2025-06-05,0.379,0.376,0.38,0.374,12061422,453510358.0,1.58,-0.79,-0.003,2.46
2025-06-06,0.376,0.373,0.377,0.372,9378189,350394291.0,1.33,-0.8,-0.003,1.92
2025-06-09,0.373,0.378,0.382,0.373,16030875,607132891.0,2.41,1.34,0.005,3.28
2025-06-10,0.378,0.379,0.383,0.376,18755288,712165216.0,1.85,0.26,0.001,3.83
2025-06-11,0.379,0.378,0.382,0.377,10643951,403386037.0,1.32,-0.26,-0.001,2.17
2025-06-12,0.377,0.383,0.384,0.376,14833157,564767176.0,2.12,1.32,0.005,3.03
2025-06-13,0.382,0.377,0.386,0.376,19543898,741083501.0,2.61,-1.57,-0.006,3.99
2025-06-16,0.376,0.374,0.378,0.372,20859707,780614015.0,1.59,-0.8,-0.003,4.26
2025-06-17,0.375,0.367,0.378,0.366,18545392,688486234.0,3.21,-1.87,-0.007,3.79
2025-06-18,0.367,0.365,0.368,0.364,7618170,278491508.0,1.09,-0.54,-0.002,1.56
2025-06-19,0.365,0.361,0.367,0.36,12390929,449764714.0,1.92,-1.1,-0.004,2.53
2025-06-20,0.362,0.363,0.364,0.361,6934309,251300889.0,0.83,0.55,0.002,1.42
2025-06-23,0.362,0.363,0.364,0.359,12236042,441628543.0,1.38,0.0,0.0,2.5
2025-06-24,0.364,0.365,0.366,0.362,16042051,585251626.0,1.1,0.55,0.002,3.28
