日期,开盘,最高,最低,收盘,成交量,amount
2024-08-07,5.307,5.355,5.306,5.352,1952998.0,1042230.264
2024-08-08,5.345,5.355,5.328,5.349,1431536.0,764231.589
2024-08-09,5.406,5.414,5.379,5.396,1807811.54,976321.769
2024-08-12,5.41,5.438,5.4,5.437,1313928.97,711951.732
2024-08-13,5.476,5.492,5.466,5.474,2110708.17,1156382.992
2024-08-14,5.473,5.474,5.427,5.456,3015716.0,1642554.081
2024-08-15,5.431,5.45,5.429,5.443,2847127.9,1548205.035
2024-08-16,5.465,5.466,5.441,5.453,2643497.0,1441631.449
2024-08-19,5.502,5.527,5.493,5.513,2691170.0,1482328.281
2024-08-20,5.512,5.519,5.5,5.513,2924114.0,1610462.974
2024-08-21,5.514,5.549,5.512,5.537,2518755.0,1393689.574
2024-08-22,5.535,5.536,5.508,5.523,1917315.0,1058296.022
2024-08-23,5.504,5.513,5.493,5.504,1350030.3,742746.901
2024-08-26,5.526,5.539,5.52,5.538,1438301.0,795075.71
2024-08-27,5.528,5.542,5.515,5.534,1494040.0,825725.926
2024-08-28,5.545,5.548,5.518,5.528,1521641.0,842135.211
2024-08-29,5.539,5.548,5.534,5.535,1726464.0,956916.085
2024-08-30,5.528,5.543,5.51,5.522,2139259.0,1181252.478
2024-09-02,5.505,5.505,5.477,5.491,1696702.52,931403.491
2024-09-03,5.486,5.504,5.482,5.501,1367565.24,751555.381
2024-09-04,5.479,5.492,5.461,5.463,1308661.72,717486.288
2024-09-05,5.483,5.504,5.477,5.502,1302137.92,714702.194
2024-09-06,5.51,5.526,5.507,5.517,1512679.84,834530.734
2024-09-09,5.485,5.5,5.468,5.477,1672809.0,917894.05
2024-09-10,5.512,5.517,5.505,5.513,1037638.22,571869.792
2024-09-11,5.536,5.545,5.526,5.542,1293446.22,715908.389
2024-09-12,5.528,5.537,5.52,5.531,1428733.0,789870.166
2024-09-13,5.613,5.623,5.604,5.611,2184940.0,1226767.203
2024-09-18,5.621,5.626,5.602,5.609,2925414.0,1641767.847
2024-09-19,5.591,5.611,5.578,5.6,2540863.0,1421667.469
2024-09-20,5.619,5.665,5.618,5.663,1713524.0,965779.592
2024-09-23,5.685,5.725,5.684,5.711,2380927.54,1358788.606
2024-09-24,5.723,5.732,5.689,5.697,3231087.0,1846457.275
2024-09-25,5.724,5.771,5.724,5.74,2806563.66,1612395.551
2024-09-26,5.76,5.765,5.74,5.751,3061378.0,1761005.963
2024-09-27,5.751,5.764,5.698,5.708,1662631.0,955602.893
2024-09-30,5.644,5.717,5.63,5.707,3992244.2,2274923.666
2024-10-08,5.682,5.757,5.681,5.714,4465459.69,2558034.942
2024-10-09,5.67,5.679,5.636,5.64,3691504.02,2090099.308
2024-10-10,5.647,5.678,5.642,5.676,1902586.1,1076484.414
2024-10-11,5.715,5.758,5.715,5.739,2579208.7,1480522.918
2024-10-14,5.77,5.806,5.751,5.799,3164053.0,1826801.439
2024-10-15,5.776,5.802,5.773,5.799,2712116.0,1570468.649
2024-10-16,5.853,5.886,5.837,5.884,4401831.55,2579194.921
2024-10-17,5.891,5.912,5.887,5.905,3566037.0,2103708.098
2024-10-18,5.961,5.984,5.91,5.945,5704443.0,3399065.573
2024-10-21,5.995,6.021,5.978,6.02,3822244.0,2292332.474
2024-10-22,6.018,6.027,6.004,6.018,2670721.0,1606508.429
2024-10-23,6.042,6.058,6.02,6.056,3546700.0,2142131.777
2024-10-24,6.0,6.005,5.958,5.995,3509821.0,2100218.58
2024-10-25,5.994,5.999,5.982,5.998,2800089.0,1677550.239
2024-10-28,5.986,6.03,5.985,6.017,2905284.0,1745516.363
2024-10-29,6.036,6.069,6.036,6.068,3164390.0,1916983.481
2024-10-30,6.111,6.146,6.104,6.14,3881150.0,2377859.854
2024-10-31,6.14,6.14,6.102,6.103,3637244.51,2226528.542
2024-11-01,6.017,6.068,6.017,6.051,3157902.0,1909288.303
2024-11-04,6.011,6.023,5.988,6.006,3206471.68,1925632.565
2024-11-05,6.003,6.008,5.967,6.006,3465225.0,2075830.791
2024-11-06,6.028,6.062,5.973,5.994,5310282.05,3204265.274
2024-11-07,5.865,5.881,5.857,5.86,4971911.0,2917410.168
2024-11-08,5.925,5.936,5.888,5.898,5441983.5,3215881.384
2024-11-11,5.901,5.91,5.889,5.905,2938954.78,1733556.78
2024-11-12,5.83,5.841,5.8,5.807,3613932.0,2103738.415
2024-11-13,5.805,5.814,5.795,5.796,2945700.0,1709706.841
2024-11-14,5.724,5.73,5.669,5.68,4360110.0,2487543.373
2024-11-15,5.711,5.712,5.667,5.683,4101363.0,2335976.281
2024-11-18,5.748,5.773,5.738,5.758,3807962.0,2192024.051
2024-11-19,5.811,5.86,5.809,5.858,4128956.0,2409857.463
2024-11-20,5.9,5.9,5.855,5.857,3933263.1,2312028.15
2024-11-21,5.914,5.934,5.909,5.933,3471025.0,2054829.695
2024-11-22,5.968,6.011,5.967,6.01,4794501.1,2871840.491
2024-11-25,6.009,6.013,5.893,5.916,7735648.1,4610155.728
2024-11-26,5.835,5.856,5.825,5.844,3675693.0,2147982.061
2024-11-27,5.86,5.904,5.856,5.899,3544560.0,2084747.692
2024-11-28,5.831,5.877,5.823,5.869,3513384.98,2055069.612
2024-11-29,5.879,5.927,5.878,5.923,3726693.95,2200782.924
2024-12-02,5.85,5.885,5.848,5.872,3002256.0,1762546.38
2024-12-03,5.917,5.942,5.911,5.931,2904022.0,1719827.619
2024-12-04,5.915,5.938,5.913,5.929,2169824.0,1286380.652
2024-12-05,5.937,5.943,5.923,5.927,2238436.0,1327983.845
2024-12-06,5.866,5.91,5.861,5.903,2917620.0,1716909.606
2024-12-09,5.941,5.946,5.925,5.936,2406329.0,1428404.072
2024-12-10,5.97,5.972,5.949,5.961,3022870.0,1801985.985
2024-12-11,6.028,6.03,5.977,6.011,3684896.0,2214470.926
2024-12-12,6.038,6.054,6.025,6.052,2850292.0,1720927.816
2024-12-13,6.016,6.018,5.991,6.001,2686424.0,1613292.063
2024-12-16,5.945,5.95,5.933,5.947,2513897.0,1493426.609
2024-12-17,5.957,5.97,5.936,5.94,2538572.0,1511849.582
2024-12-18,5.942,5.948,5.929,5.932,1835435.92,1089480.648
2024-12-19,5.867,5.906,5.867,5.885,3622339.0,2131258.499
2024-12-20,5.877,5.894,5.866,5.892,2433829.15,1430034.217
2024-12-23,5.919,5.953,5.918,5.951,2797678.0,1661172.171
2024-12-24,5.928,5.931,5.916,5.921,2279641.08,1350515.009
2024-12-25,5.932,5.939,5.929,5.936,1445139.01,857653.535
2024-12-26,5.955,5.957,5.937,5.94,1837517.0,1092478.868
2024-12-27,5.95,5.952,5.939,5.945,1765068.0,1049505.975
2024-12-30,5.934,5.939,5.92,5.923,1660249.0,984288.624
2024-12-31,5.914,5.932,5.9,5.928,1648335.0,974644.615
2025-01-02,5.975,5.981,5.96,5.977,2330728.93,1391842.464
2025-01-03,6.02,6.034,6.012,6.029,2759129.0,1661519.9
2025-01-06,6.023,6.025,5.984,5.99,2980850.0,1789609.736
2025-01-07,5.992,6.009,5.987,6.0,2177728.98,1305979.331
2025-01-08,6.01,6.031,6.01,6.03,1604732.61,965957.916
2025-01-09,6.038,6.066,6.032,6.065,1566053.6,946209.476
2025-01-10,6.078,6.109,6.075,6.105,2414846.9,1470619.55
2025-01-13,6.105,6.133,6.104,6.12,3530893.0,2160358.184
2025-01-14,6.07,6.075,6.062,6.068,2869200.0,1740951.031
2025-01-15,6.075,6.109,6.07,6.102,2386864.0,1452719.737
2025-01-16,6.139,6.141,6.11,6.122,2413133.0,1478521.166
2025-01-17,6.146,6.162,6.136,6.139,2479820.0,1524953.624
2025-01-20,6.091,6.131,6.089,6.127,1982195.0,1210507.375
2025-01-21,6.102,6.131,6.102,6.127,1954421.0,1196663.049
2025-01-22,6.17,6.215,6.169,6.181,2967705.27,1836180.883
2025-01-23,6.183,6.194,6.18,6.187,1923679.43,1190173.543
2025-01-24,6.209,6.225,6.199,6.218,2274922.0,1413858.397
2025-01-27,6.218,6.218,6.181,6.202,2288186.94,1417961.91
2025-02-05,6.4,6.441,6.385,6.439,3670161.08,2354135.637
2025-02-06,6.441,6.454,6.4,6.402,3053181.0,1965257.147
2025-02-07,6.43,6.435,6.414,6.42,2021942.0,1299373.106
2025-02-10,6.46,6.519,6.46,6.518,3156431.9,2046965.397
2025-02-11,6.628,6.645,6.531,6.584,6889828.0,4542010.086
2025-02-12,6.542,6.548,6.511,6.538,3426371.0,2237983.355
2025-02-13,6.564,6.587,6.559,6.57,2840252.29,1866397.971
2025-02-14,6.599,6.607,6.585,6.605,2466761.02,1627112.891
2025-02-17,6.477,6.505,6.47,6.494,3969726.81,2575282.904
2025-02-18,6.5,6.56,6.497,6.555,2928301.3,1913822.117
2025-02-19,6.595,6.624,6.576,6.598,3156105.0,2084378.903
2025-02-20,6.61,6.621,6.598,6.619,2082200.0,1375763.005
2025-02-21,6.608,6.608,6.544,6.568,4119838.97,2707414.871
2025-02-24,6.549,6.586,6.539,6.581,2466793.0,1620085.717
2025-02-25,6.605,6.611,6.575,6.582,2647299.2,1745731.792
2025-02-26,6.562,6.564,6.515,6.519,2949586.37,1929025.426
2025-02-27,6.533,6.541,6.484,6.492,3039010.35,1978797.942
2025-02-28,6.479,6.487,6.435,6.444,2808644.0,1814366.434
2025-03-03,6.445,6.455,6.435,6.451,2587499.48,1668225.513
2025-03-04,6.49,6.507,6.487,6.499,2657438.0,1726309.042
2025-03-05,6.523,6.551,6.521,6.547,2218840.99,1449964.026
2025-03-06,6.53,6.546,6.527,6.535,1876229.76,1226197.91
2025-03-07,6.506,6.529,6.503,6.526,2122386.83,1382860.823
2025-03-10,6.531,6.545,6.526,6.544,1681356.03,1098905.803
2025-03-11,6.491,6.506,6.488,6.505,2170708.0,1409808.324
2025-03-12,6.518,6.534,6.512,6.526,1335725.0,871152.793
2025-03-13,6.573,6.583,6.57,6.575,1806217.5,1187629.547
2025-03-14,6.693,6.693,6.662,6.673,3370643.0,2249855.859
2025-03-17,6.674,6.678,6.659,6.677,2612271.0,1742579.56
2025-03-18,6.688,6.73,6.688,6.727,2476183.0,1662780.921
2025-03-19,6.757,6.806,6.754,6.8,3326467.0,2256310.869
2025-03-20,6.82,6.825,6.799,6.807,2885805.77,1965397.258
2025-03-21,6.808,6.81,6.762,6.774,2599055.79,1763391.43
2025-03-24,6.77,6.782,6.758,6.78,1528904.22,1035354.851
2025-03-25,6.758,6.778,6.751,6.774,1881733.0,1272978.958
2025-03-26,6.78,6.797,6.775,6.795,1928881.0,1309338.099
2025-03-27,6.797,6.817,6.791,6.812,2245290.07,1528152.97
2025-03-28,6.912,6.939,6.894,6.938,4236334.99,2930627.896
2025-03-31,6.942,7.045,6.942,7.012,6746863.54,4717070.932
2025-04-01,7.065,7.098,7.041,7.056,7182597.25,5075882.645
2025-04-02,7.07,7.083,7.019,7.029,4185809.16,2951070.225
2025-04-03,7.135,7.173,7.068,7.094,7260740.5,5174808.439
2025-04-07,6.801,7.06,6.8,6.877,12757844.86,8819492.014
2025-04-08,6.878,6.938,6.852,6.925,6236427.63,4294930.105
2025-04-09,6.89,7.02,6.888,7.012,7833599.7,5435770.622
2025-04-10,7.134,7.166,7.071,7.164,9312016.15,6642456.53
2025-04-11,7.34,7.34,7.225,7.273,9690465.16,7073077.66
2025-04-14,7.301,7.354,7.301,7.327,7882788.77,5780997.53
2025-04-15,7.327,7.334,7.315,7.325,4205902.42,3081021.799
2025-04-16,7.44,7.506,7.421,7.503,7498509.88,5597029.96
2025-04-17,7.655,7.66,7.541,7.565,10076524.86,7643429.582
2025-04-18,7.564,7.589,7.533,7.583,4780541.39,3617039.9
2025-04-21,7.684,7.727,7.677,7.724,7511945.84,5780384.756
2025-04-22,7.871,8.033,7.86,7.982,15195020.89,12093412.697
2025-04-23,7.759,7.759,7.486,7.5,25646888.17,19562766.019
2025-04-24,7.67,7.707,7.55,7.582,13034733.58,9946839.718
2025-04-25,7.641,7.656,7.486,7.53,9985943.0,7560930.098
2025-04-28,7.499,7.511,7.443,7.465,8073009.57,6031534.039
2025-04-29,7.561,7.586,7.485,7.517,6304712.89,4749487.8
2025-04-30,7.525,7.529,7.467,7.471,4372927.6,3276215.482
2025-05-06,7.596,7.659,7.57,7.612,9845270.34,7499496.274
2025-05-07,7.614,7.678,7.588,7.671,7518649.33,5748539.067
2025-05-08,7.679,7.732,7.538,7.557,11128510.87,8503906.698
2025-05-09,7.502,7.555,7.427,7.531,8873009.29,6647216.055
2025-05-12,7.341,7.399,7.341,7.376,6681992.36,4930947.745
2025-05-13,7.291,7.339,7.224,7.332,9052166.14,6588647.174
2025-05-14,7.309,7.322,7.265,7.277,5481793.0,3996673.209
2025-05-15,7.165,7.169,7.01,7.062,12901239.46,9132430.391
2025-05-16,7.195,7.204,7.157,7.177,8552747.88,6143784.727
2025-05-19,7.206,7.231,7.193,7.222,6332771.0,4567415.868
2025-05-20,7.217,7.238,7.196,7.209,4608627.7,3324544.898
2025-05-21,7.381,7.44,7.376,7.439,7543865.45,5587558.73
2025-05-22,7.478,7.505,7.448,7.45,7270548.0,5439783.047
2025-05-23,7.405,7.457,7.373,7.454,6059359.0,4495380.26
2025-05-26,7.438,7.472,7.423,7.425,4423087.0,3294213.684
2025-05-27,7.434,7.456,7.356,7.366,6034573.13,4472910.506
2025-05-28,7.369,7.389,7.341,7.375,3049976.0,2247365.541
2025-05-29,7.263,7.31,7.26,7.3,4232817.0,3084681.573
2025-05-30,7.39,7.391,7.335,7.369,3635737.03,2675997.478
2025-06-03,7.501,7.519,7.461,7.478,6061707.0,4544989.593
2025-06-04,7.488,7.503,7.459,7.474,4161571.5,3113658.616
2025-06-05,7.499,7.504,7.469,7.483,3385336.0,2534787.07
2025-06-06,7.477,7.492,7.469,7.481,3753551.32,2807696.362
2025-06-09,7.364,7.401,7.331,7.4,5058251.0,3726449.04
2025-06-10,7.366,7.42,7.353,7.405,5177958.89,3822935.723
2025-06-11,7.42,7.436,7.404,7.428,3606997.53,2677639.427
2025-06-12,7.505,7.512,7.474,7.497,3894631.3,2919654.502
2025-06-13,7.616,7.653,7.57,7.588,8880624.0,6764698.782
2025-06-16,7.629,7.634,7.548,7.563,6637311.79,5041475.386
2025-06-17,7.525,7.528,7.47,7.499,5031521.68,3775707.856
2025-06-18,7.499,7.527,7.476,7.503,3848652.7,2886557.97
2025-06-19,7.5,7.506,7.444,7.465,3668574.0,2741981.668
2025-06-20,7.46,7.464,7.423,7.436,3652503.0,2717567.425
2025-06-23,7.452,7.485,7.441,7.464,3685197.4,2750226.776
2025-06-24,7.431,7.44,7.354,7.372,5816473.12,4305391.87
2025-06-25,7.378,7.398,7.376,7.392,2847107.0,2103580.236
2025-06-26,7.39,7.406,7.385,7.405,2771478.8,2049012.994
2025-06-27,7.365,7.375,7.311,7.326,4558534.0,3345234.504
2025-06-30,7.3,7.321,7.274,7.314,3366574.0,2457750.199
2025-07-01,7.359,7.4,7.346,7.397,3478679.47,2564118.18
2025-07-02,7.395,7.418,7.384,7.394,2916548.0,2157429.707
2025-07-03,7.407,7.453,7.407,7.445,2959903.0,2199395.168
2025-07-04,7.4,7.413,7.376,7.407,2572291.0,1902194.152
2025-07-07,7.348,7.367,7.344,7.355,2817844.0,2072584.679
2025-07-08,7.397,7.406,7.389,7.398,2178995.76,1612084.341
2025-07-09,7.347,7.348,7.304,7.314,4255341.0,3116306.56
2025-07-10,7.371,7.38,7.358,7.371,3020037.73,2225855.85
2025-07-11,7.375,7.392,7.372,7.376,2616554.04,1931126.841
2025-07-14,7.426,7.445,7.413,7.44,2671885.47,1983515.657
2025-07-15,7.41,7.445,7.401,7.436,2689311.1,1996432.231
2025-07-16,7.394,7.407,7.378,7.402,2390713.5,1767210.158
2025-07-17,7.403,7.411,7.386,7.397,2083169.94,1541460.812
2025-07-18,7.394,7.407,7.391,7.403,1840284.87,1361500.094
2025-07-21,7.43,7.454,7.42,7.446,3004574.29,2233893.918
2025-07-22,7.483,7.489,7.47,7.474,3620034.25,2707621.582
2025-07-23,7.54,7.549,7.525,7.548,3141071.64,2368464.628
2025-07-24,7.459,7.461,7.415,7.424,4405109.42,3275368.218
2025-07-25,7.415,7.421,7.399,7.409,2547626.63,1887414.454
2025-07-28,7.382,7.398,7.367,7.388,2841433.28,2096675.236
2025-07-29,7.35,7.366,7.345,7.363,2631616.41,1936018.254
2025-07-30,7.387,7.389,7.367,7.377,2817736.28,2078603.635
2025-07-31,7.329,7.356,7.315,7.35,3041657.11,2231589.344
2025-08-01,7.343,7.366,7.331,7.352,1923995.99,1413896.11
2025-08-04,7.432,7.447,7.432,7.446,4261135.92,3170843.97
2025-08-05,7.481,7.486,7.454,7.455,3224587.15,2408802.907
2025-08-06,7.472,7.482,7.46,7.468,2661819.51,1988337.088
2025-08-07,7.471,7.488,7.459,7.484,3136422.01,2344129.227
2025-08-08,7.488,7.513,7.488,7.508,3380603.49,2535544.417
2025-08-11,7.452,7.46,7.423,7.429,3596888.1,2678359.43
2025-08-12,7.412,7.416,7.393,7.399,2814916.69,2084438.53
2025-08-13,7.395,7.416,7.394,7.415,2306006.12,1707832.442
2025-08-14,7.431,7.438,7.413,7.424,2287805.44,1698855.241
2025-08-15,7.384,7.41,7.381,7.401,2080440.0,1538722.974
2025-08-18,7.398,7.43,7.393,7.413,2281711.06,1690072.0
2025-08-19,7.386,7.4,7.386,7.391,1826992.99,1350510.204
2025-08-20,7.362,7.377,7.35,7.374,2049639.0,1509440.993
2025-08-21,7.403,7.408,7.387,7.394,2232927.31,1652146.836
2025-08-22,7.395,7.4,7.373,7.378,1949286.78,1439892.466
2025-08-25,7.419,7.43,7.417,7.427,2885724.34,2141946.403
2025-08-26,7.437,7.45,7.437,7.449,2935326.0,2185176.566
2025-08-27,7.461,7.461,7.444,7.45,2359129.01,1758733.831
2025-08-28,7.462,7.47,7.459,7.468,2231072.84,1665240.691
2025-08-29,7.48,7.488,7.478,7.486,2177646.86,1629642.851
2025-09-01,7.546,7.658,7.542,7.647,8445147.84,6431354.808
2025-09-02,7.75,7.75,7.663,7.67,6506048.08,5006529.827
2025-09-03,7.76,7.787,7.746,7.768,5354583.9,4158516.363
2025-09-04,7.795,7.795,7.694,7.75,5618614.13,4352594.756
2025-09-05,7.773,7.782,7.755,7.775,3441495.44,2674763.266
2025-09-08,7.811,7.848,7.808,7.847,4139097.59,3240893.04
2025-09-09,7.934,7.987,7.928,7.966,6959081.32,5537633.289
2025-09-10,7.906,7.953,7.898,7.947,3986089.08,3160253.38
2025-09-11,7.963,7.968,7.901,7.923,4109333.74,3259869.667
2025-09-12,7.932,7.966,7.932,7.954,3287668.45,2613712.618
2025-09-15,7.908,7.947,7.907,7.931,2852905.27,2262570.508
2025-09-16,8.007,8.034,7.988,8.032,3394975.84,2718705.446
2025-09-17,8.01,8.01,7.955,7.964,4282963.95,3417850.247
2025-09-18,7.901,7.949,7.859,7.862,5565626.27,4399557.224
2025-09-19,7.901,7.917,7.869,7.898,3237996.19,2556742.578
2025-09-22,8.005,8.058,7.984,8.048,4532519.35,3632554.944
2025-09-23,8.125,8.149,8.105,8.143,5115503.7,4158136.063
2025-09-24,8.141,8.204,8.123,8.19,4399010.8,3591418.429
2025-09-25,8.16,8.164,8.116,8.146,4441117.04,3614722.212
2025-09-26,8.15,8.183,8.147,8.16,3845481.0,3138261.886
2025-09-29,8.177,8.268,8.174,8.259,5329506.67,4380687.035
2025-09-30,8.324,8.388,8.324,8.339,6669568.76,5576070.203
2025-10-09,8.724,8.779,8.69,8.729,8014424.72,6996319.98
2025-10-10,8.637,8.651,8.586,8.602,6414709.35,5528015.329
2025-10-13,8.77,8.868,8.77,8.859,7739480.22,6826004.392
2025-10-14,9.1,9.377,8.878,8.976,16679605.06,15094002.873
2025-10-15,9.143,9.19,9.09,9.187,9193141.19,8404693.734
2025-10-16,9.23,9.288,9.198,9.244,10409158.76,9625793.165
2025-10-17,9.497,9.587,9.361,9.568,15863425.5,15083487.665
2025-10-20,9.308,9.367,9.25,9.268,12056984.99,11239083.883
2025-10-21,9.526,9.526,9.425,9.49,9995217.8,9473507.963
2025-10-22,8.986,9.106,8.95,9.101,14076692.27,12694570.824
2025-10-23,8.98,9.052,8.92,8.994,9320664.67,8366775.476
2025-10-24,9.048,9.053,8.933,8.95,7400820.55,6652958.689
2025-10-27,8.948,8.949,8.897,8.914,6754374.97,6024338.869
2025-10-28,8.79,8.79,8.591,8.597,10854757.13,9433291.725
2025-10-29,8.68,8.699,8.622,8.692,7999573.87,6929137.801
2025-10-30,8.635,8.706,8.559,8.704,10255273.42,8858790.469
2025-10-31,8.81,8.822,8.748,8.794,7719496.36,6782774.235
2025-11-03,8.743,8.801,8.737,8.797,4658113.03,4085511.859
2025-11-04,8.745,8.756,8.705,8.737,5311229.27,4638166.862
2025-11-05,8.654,8.732,8.641,8.706,4760923.29,4136619.619
2025-11-06,8.718,8.757,8.706,8.755,4094435.62,3576860.604
2025-11-07,8.769,8.798,8.755,8.793,4272647.48,3747892.162
2025-11-10,8.869,8.949,8.856,8.936,7585074.94,6751619.483
2025-11-11,9.138,9.138,9.049,9.062,8281065.85,7518834.24
2025-11-12,9.058,9.068,8.984,9.029,6587183.82,5948310.393
2025-11-13,9.157,9.184,9.134,9.175,6514007.98,5968013.292
2025-11-14,9.099,9.18,9.09,9.096,7161875.19,6540777.396
2025-11-17,8.922,8.969,8.842,8.882,8126693.65,7238287.561
2025-11-18,8.837,8.837,8.77,8.777,5836812.81,5133558.167
2025-11-19,8.89,8.968,8.873,8.954,6041360.17,5392419.257
2025-11-20,8.959,8.969,8.865,8.903,6337762.32,5649454.182
2025-11-21,8.888,8.921,8.824,8.828,6842939.9,6071459.2
2025-11-24,8.858,8.865,8.829,8.857,4681449.0,4141386.255
2025-11-25,8.99,9.039,8.99,9.01,6423142.63,5789627.417
2025-11-26,9.015,9.048,9.003,9.011,5090521.24,4596141.094
2025-11-27,9.003,9.017,8.986,9.01,3807152.68,3427665.091
2025-11-28,9.084,9.09,9.051,9.067,3972928.13,3603374.123
2025-12-01,9.146,9.204,9.128,9.161,7318583.99,6708010.683
2025-12-02,9.118,9.145,9.088,9.112,4475178.19,4083289.907
2025-12-03,9.118,9.143,9.084,9.096,4607233.35,4198884.82
2025-12-04,9.107,9.125,9.035,9.064,5584621.41,5070761.141
2025-12-05,9.094,9.148,9.084,9.136,4159658.11,3791528.369
2025-12-08,9.107,9.119,9.078,9.11,4317056.23,3929192.887
2025-12-09,9.075,9.082,9.026,9.046,4772816.32,4322621.349
2025-12-10,9.114,9.118,9.081,9.095,3418584.28,3111335.234
2025-12-11,9.157,9.165,9.095,9.11,4666349.93,4260705.305
2025-12-12,9.201,9.23,9.191,9.227,4766188.09,4388186.109
2025-12-15,9.298,9.36,9.297,9.351,5679028.46,5297510.203
2025-12-16,9.272,9.296,9.199,9.24,5196267.08,4805902.569
2025-12-17,9.283,9.345,9.283,9.31,4520835.92,4209416.976
